iid (0),id (1),gender (2),idg (3),condtn (4),wave (5),round (6),position (7),order (8),partner (9),pid (10),samerace (11),age_o (12),race_o (13),pf_o_att (14),pf_o_sin (15),pf_o_int (16),pf_o_fun (17),pf_o_amb (18),pf_o_sha (19),dec_o (20),attr_o (21),sinc_o (22),intel_o (23),fun_o (24),like_o,age,field_cd,race,imprace,imprelig,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,dec,match
424,3,1,6,1,16,6,6,1,3,418,1,25,4,15,25,20,15,10,15,0,7,8,7,5,6,24,5,4,4,4,2,6,3,2,7,7,7,7,5,5,6,7,5,5,7,5,8,5,7,8,5,6,1,0
424,3,1,6,1,16,6,8,2,2,417,0,29,2,20,20,20,10,10,20,1,4,9,9,7,7,24,5,4,4,4,2,6,3,2,7,7,7,7,5,5,6,7,5,5,7,5,8,5,7,8,5,6,0,0
424,3,1,6,1,16,6,1,3,6,421,1,25,4,20,10,30,20,10,10,0,4,8,7,6,5,24,5,4,4,4,2,6,3,2,7,7,7,7,5,5,6,7,5,5,7,5,8,5,7,8,5,6,1,0
424,3,1,6,1,16,6,2,4,1,416,0,25,3,15,20,30,20,5,10,1,6,7,8,7,5,24,5,4,4,4,2,6,3,2,7,7,7,7,5,5,6,7,5,5,7,5,8,5,7,8,5,6,1,1
424,3,1,6,1,16,6,3,5,5,420,0,22,2,10,10,40,10,15,15,1,8,9,9,8,8,24,5,4,4,4,2,6,3,2,7,7,7,7,5,5,6,7,5,5,7,5,8,5,7,8,5,6,1,1
438,9,0,17,2,17,14,13,12,11,450,1,25,2,50,5,5,5,5,30,1,6,7,7,7,7,23,11,2,1,5,1,4,1,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4,1,1
438,9,0,17,2,17,14,13,10,7,446,0,28,3,30,20,25,15,10,0,1,8,7,7,8,8,23,11,2,1,5,1,4,1,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4,1,1
449,10,1,20,2,17,11,12,4,8,437,0,23,2,15,15,18,18,14,20,0,9,7,8,8,5,23,1,6,7,1,1,3,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,0,0
449,10,1,20,2,17,11,11,3,3,432,0,28,2,15,30,30,10,10,5,1,8,8,9,9,8,23,1,6,7,1,1,3,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,0,0
449,10,1,20,2,17,11,13,5,9,438,0,23,2,14,15,16,17,18,20,0,7,7,8,8,6,23,1,6,7,1,1,3,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,1,0
449,10,1,20,2,17,11,3,7,4,433,1,30,6,20,20,20,20,10,10,0,7,7,7,7,6,23,1,6,7,1,1,3,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,1,0
449,10,1,20,2,17,11,8,1,1,430,0,22,4,10,25,15,20,15,15,0,5,6,9,8,5,23,1,6,7,1,1,3,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,1,0
449,10,1,20,2,17,11,4,8,5,434,0,27,2,30,15,15,30,0,10,0,8,8,8,8,7,23,1,6,7,1,1,3,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,1,0
449,10,1,20,2,17,11,2,6,10,439,0,29,2,20,10,50,5,10,5,0,8,9,9,4,4,23,1,6,7,1,1,3,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,1,0
449,10,1,20,2,17,11,9,2,2,431,0,27,4,15,15,25,15,15,15,0,8,5,7,6,3,23,1,6,7,1,1,3,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,0,0
449,10,1,20,2,17,11,7,10,6,435,0,22,1,25,5,20,25,15,10,1,7,7,8,9,8,23,1,6,7,1,1,3,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,1,1
449,10,1,20,2,17,11,6,9,7,436,0,23,2,28,8,17,22,17,8,1,10,10,10,10,10,23,1,6,7,1,1,3,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,1,1
453,14,1,24,2,17,11,13,10,9,438,0,23,2,14,15,16,17,18,20,0,3,9,10,3,3,27,1,4,4,3,2,6,5,1,6,3,5,6,6,5,6,5,3,6,6,4,7,6,5,4,1,6,1,0
453,14,1,24,2,17,11,12,9,8,437,0,23,2,15,15,18,18,14,20,0,6,8,10,6,5,27,1,4,4,3,2,6,5,1,6,3,5,6,6,5,6,5,3,6,6,4,7,6,5,4,1,6,0,0
453,14,1,24,2,17,11,6,4,7,436,0,23,2,28,8,17,22,17,8,0,7,10,8,8,7,27,1,4,4,3,2,6,5,1,6,3,5,6,6,5,6,5,3,6,6,4,7,6,5,4,1,6,0,0
453,14,1,24,2,17,11,3,2,4,433,0,30,6,20,20,20,20,10,10,0,2,7,7,2,2,27,1,4,4,3,2,6,5,1,6,3,5,6,6,5,6,5,3,6,6,4,7,6,5,4,1,6,1,0
453,14,1,24,2,17,11,9,7,2,431,1,27,4,15,15,25,15,15,15,0,3,8,7,4,2,27,1,4,4,3,2,6,5,1,6,3,5,6,6,5,6,5,3,6,6,4,7,6,5,4,1,6,1,0
453,14,1,24,2,17,11,4,3,5,434,0,27,2,30,15,15,30,0,10,0,4,8,7,5,7,27,1,4,4,3,2,6,5,1,6,3,5,6,6,5,6,5,3,6,6,4,7,6,5,4,1,6,1,0
453,14,1,24,2,17,11,2,1,10,439,0,29,2,20,10,50,5,10,5,0,3,10,10,3,5,27,1,4,4,3,2,6,5,1,6,3,5,6,6,5,6,5,3,6,6,4,7,6,5,4,1,6,1,0
453,14,1,24,2,17,11,8,6,1,430,1,22,4,10,25,15,20,15,15,0,4,8,9,8,5,27,1,4,4,3,2,6,5,1,6,3,5,6,6,5,6,5,3,6,6,4,7,6,5,4,1,6,0,0
453,14,1,24,2,17,11,11,8,3,432,0,28,2,15,30,30,10,10,5,1,3,9,10,5,8,27,1,4,4,3,2,6,5,1,6,3,5,6,6,5,6,5,3,6,6,4,7,6,5,4,1,6,1,1
475,10,0,19,2,19,15,15,4,9,489,0,28,2,20,10,20,20,20,0,1,6,7,6,10,7,27,13,3,1,2,1,6,2,9,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,5,1,1
475,10,0,19,2,19,15,15,13,12,492,0,30,6,30,0,30,30,10,0,1,10,8,10,8,3,27,13,3,1,2,1,6,2,9,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,5,1,1
476,11,0,21,2,19,15,14,14,4,484,0,31,4,16,16,20,16,16,16,1,9,9,7,8,8,25,13,2,1,3,5,5,2,9,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,5,1,1
476,11,0,21,2,19,15,14,11,5,485,0,29,1,20,15,20,15,15,15,1,10,10,10,10,10,25,13,2,1,3,5,5,2,9,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,5,1,1
482,2,1,4,2,19,15,8,10,9,474,0,30,1,15,20,10,30,5,20,0,7,6,8,5,7,30,8,2,2,6,2,6,1,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,1,0
482,2,1,4,2,19,15,4,6,12,477,0,27,3,16,19,16,17,15,17,1,6,6,7,8,6,30,8,2,2,6,2,6,1,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,0,0
482,2,1,4,2,19,15,7,9,15,479,1,27,2,15,15,20,20,15,15,1,5,8,8,6,7,30,8,2,2,6,2,6,1,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,0,0
482,2,1,4,2,19,15,15,2,10,475,0,27,3,10,15,30,10,15,20,1,4,7,7,6,7,30,8,2,2,6,2,6,1,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,0,0
482,2,1,4,2,19,15,3,5,1,466,1,24,2,10,20,20,15,20,15,0,2,3,4,2,2,30,8,2,2,6,2,6,1,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,0,0
482,2,1,4,2,19,15,14,1,11,476,1,25,2,20,20,20,15,15,10,0,6,7,7,6,6,30,8,2,2,6,2,6,1,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,0,0
482,2,1,4,2,19,15,12,14,6,471,0,30,4,15,15,25,10,15,20,0,5,6,7,5,4,30,8,2,2,6,2,6,1,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,0,0
482,2,1,4,2,19,15,2,4,14,478,1,26,2,20,20,10,20,10,20,0,7,6,6,6,5,30,8,2,2,6,2,6,1,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,0,0
482,2,1,4,2,19,15,5,7,4,469,0,25,4,20,10,20,20,10,20,0,2,5,6,7,6,30,8,2,2,6,2,6,1,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,1,0
482,2,1,4,2,19,15,9,11,8,473,0,34,4,15,20,20,15,15,15,1,10,8,8,10,10,30,8,2,2,6,2,6,1,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,0,0
482,2,1,4,2,19,15,13,15,5,470,0,29,4,10,20,25,25,10,10,1,2,8,9,7,7,30,8,2,2,6,2,6,1,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,1,1
482,2,1,4,2,19,15,6,8,3,468,0,25,6,15,25,15,15,15,15,1,5,8,8,8,8,30,8,2,2,6,2,6,1,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,1,1
482,2,1,4,2,19,15,1,3,7,472,0,25,3,10,25,25,20,10,10,1,5,7,7,9,8,30,8,2,2,6,2,6,1,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,1,1
482,2,1,4,2,19,15,10,12,2,467,1,24,2,20,20,20,20,20,0,1,8,10,10,9,7,30,8,2,2,6,2,6,1,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,1,1
502,1,1,2,1,20,6,1,4,6,501,0,26,2,30,10,20,10,10,20,0,6,7,7,7,6,26,5,4,1,1,1,3,2,7,8,8,9,6,5,5,10,9,8,7,8,6,9,5,8,3,4,3,1,0
502,1,1,2,1,20,6,3,6,4,499,0,26,2,19,19,19,19,5,19,0,1,10,9,10,7,26,5,4,1,1,1,3,2,7,8,8,9,6,5,5,10,9,8,7,8,6,9,5,8,3,4,3,1,0
502,1,1,2,1,20,6,4,1,2,497,0,24,2,10,20,20,20,20,10,0,6,9,8,8,8,26,5,4,1,1,1,3,2,7,8,8,9,6,5,5,10,9,8,7,8,6,9,5,8,3,4,3,1,0
502,1,1,2,1,20,6,2,5,1,496,1,23,4,20,30,20,20,10,0,0,4,7,7,5,5,26,5,4,1,1,1,3,2,7,8,8,9,6,5,5,10,9,8,7,8,6,9,5,8,3,4,3,1,0
502,1,1,2,1,20,6,5,2,3,498,0,25,2,18,18,18,18,18,10,0,2,9,3,10,6,26,5,4,1,1,1,3,2,7,8,8,9,6,5,5,10,9,8,7,8,6,9,5,8,3,4,3,1,0
502,1,1,2,1,20,6,6,3,5,500,0,25,1,10,15,35,15,10,15,0,4,6,6,6,5,26,5,4,1,1,1,3,2,7,8,8,9,6,5,5,10,9,8,7,8,6,9,5,8,3,4,3,1,0
525,17,0,33,2,21,22,17,4,1,531,0,25,4,15,30,20,20,10,5,0,5,10,8,5,3,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,0,0
525,17,0,33,2,21,22,17,19,21,551,0,27,1,40,20,20,20,0,0,0,5,7,8,5,6,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,1,0
525,17,0,33,2,21,22,17,14,9,539,1,22,2,30,10,20,15,15,10,0,6,7,6,7,6,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,1,0
525,17,0,33,2,21,22,17,22,5,535,1,23,2,23,14,19,16,10,18,0,6,8,6,7,6,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,1,0
525,17,0,33,2,21,22,17,1,2,532,0,26,4,25,20,20,20,5,10,0,6,7,6,7,6,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,0,0
525,17,0,33,2,21,22,17,18,16,546,1,30,2,35,10,20,25,5,5,0,4,6,6,6,4,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,1,0
525,17,0,33,2,21,22,17,5,7,537,0,22,4,20,5,25,25,5,20,0,5,8,7,8,7,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,1,0
525,17,0,33,2,21,22,17,2,17,547,1,30,2,25,20,20,20,0,15,0,3,5,6,6,4,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,1,0
525,17,0,33,2,21,22,17,3,4,534,0,24,6,30,30,30,5,2,3,0,5,5,7,5,5,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,0,0
525,17,0,33,2,21,22,17,10,8,538,1,32,2,50,0,10,30,0,10,0,3,5,7,5,5,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,1,0
525,17,0,33,2,21,22,17,8,22,552,1,25,2,70,0,15,15,0,0,0,7,5,5,5,4,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,0,0
525,17,0,33,2,21,22,17,9,18,548,1,30,2,40,10,20,10,0,20,0,1,5,3,1,2,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,0,0
525,17,0,33,2,21,22,17,15,6,536,1,29,2,30,20,20,20,10,0,0,5,8,6,6,3,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,0,0
525,17,0,33,2,21,22,17,6,13,543,0,24,4,20,16,16,17,16,15,0,1,8,8,4,1,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,0,0
525,17,0,33,2,21,22,17,17,11,541,0,23,4,40,30,0,20,0,10,0,2,3,7,6,3,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,0,0
525,17,0,33,2,21,22,17,13,14,544,0,23,4,15,25,20,10,10,20,0,6,7,7,6,6,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,0,0
525,17,0,33,2,21,22,17,12,12,542,0,23,4,25,15,20,20,10,10,0,2,6,7,6,6,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,0,0
525,17,0,33,2,21,22,17,7,10,540,1,24,2,20,15,20,20,15,10,0,6,7,5,6,5,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,0,0
525,17,0,33,2,21,22,17,11,19,549,1,28,2,20,20,20,20,0,20,0,6,8,8,9,5,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,0,0
525,17,0,33,2,21,22,17,20,20,550,1,30,2,30,3,30,30,3,4,0,5,8,6,5,5,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,0,0
533,3,1,6,2,21,22,12,11,2,510,0,26,3,25,25,25,12,3,10,1,9,10,8,9,9,26,5,2,1,1,2,6,2,2,7,3,5,7,5,5,7,2,5,3,1,5,7,6,7,2,2,5,1,1
533,3,1,6,2,21,22,22,21,5,513,1,23,2,20,20,20,20,5,15,1,6,6,6,6,5,26,5,2,1,1,2,6,2,2,7,3,5,7,5,5,7,2,5,3,1,5,7,6,7,2,2,5,1,1
541,11,1,22,2,21,22,8,8,13,521,0,26,2,10,30,20,15,15,10,0,7,7,8,8,7,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,1,0
541,11,1,22,2,21,22,12,12,2,510,0,26,3,25,25,25,12,3,10,0,6,8,8,4,5,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,1,0
541,11,1,22,2,21,22,20,20,11,519,0,26,2,40,5,30,15,5,5,0,4,4,2,1,6,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,1,0
541,11,1,22,2,21,22,15,15,3,511,1,23,4,20,10,10,30,15,15,1,4,2,6,5,5,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,0,0
541,11,1,22,2,21,22,10,10,7,515,0,23,2,20,20,20,15,10,15,0,4,5,8,5,5,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,1,0
541,11,1,22,2,21,22,9,9,12,520,0,28,6,25,15,25,15,10,10,1,4,7,7,5,6,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,0,0
541,11,1,22,2,21,22,11,11,16,524,1,25,4,15,20,25,20,10,10,0,5,9,9,7,5,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,0,0
541,11,1,22,2,21,22,4,4,14,522,0,22,2,10,20,15,20,15,20,0,5,9,9,6,7,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,1,0
541,11,1,22,2,21,22,16,16,6,514,0,23,2,20,20,20,15,5,20,0,4,8,9,4,5,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,0,0
541,11,1,22,2,21,22,13,13,19,527,0,24,6,50,20,10,5,10,5,0,3,7,7,2,5,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,0,0
541,11,1,22,2,21,22,2,2,22,530,1,22,4,20,20,10,15,5,30,1,6,7,7,6,6,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,0,0
541,11,1,22,2,21,22,3,3,21,529,1,22,4,10,25,25,10,10,20,1,5,7,6,6,7,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,0,0
541,11,1,22,2,21,22,5,5,15,523,1,27,4,10,25,20,20,5,20,1,4,7,8,5,7,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,0,0
541,11,1,22,2,21,22,17,17,17,525,0,24,2,10,15,30,20,15,10,0,6,7,7,4,5,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,0,0
541,11,1,22,2,21,22,1,1,9,517,0,30,3,15,20,20,20,5,10,0,4,9,8,6,5,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,1,0
541,11,1,22,2,21,22,6,6,10,518,0,23,2,20,25,25,30,5,5,0,3,6,5,5,3,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,1,0
541,11,1,22,2,21,22,18,18,8,516,1,27,4,58,5,8,10,7,12,1,6,7,7,6,4,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,1,1
543,13,1,26,2,21,22,5,16,15,523,1,27,4,10,25,20,20,5,20,1,10,10,10,10,10,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,0,0
543,13,1,26,2,21,22,11,22,16,524,1,25,4,15,20,25,20,10,10,1,6,8,8,7,6,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,0,0
543,13,1,26,2,21,22,9,20,12,520,0,28,6,25,15,25,15,10,10,0,4,7,7,6,6,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,0,0
543,13,1,26,2,21,22,18,7,8,516,1,27,4,58,5,8,10,7,12,0,5,8,7,7,6,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,1,0
543,13,1,26,2,21,22,12,1,2,510,0,26,3,25,25,25,12,3,10,0,7,9,7,7,5,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,0,0
543,13,1,26,2,21,22,4,15,14,522,0,22,2,10,20,15,20,15,20,0,6,7,8,6,5,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,0,0
543,13,1,26,2,21,22,8,19,13,521,0,26,2,10,30,20,15,15,10,1,7,7,7,8,7,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,0,0
543,13,1,26,2,21,22,13,2,19,527,0,24,6,50,20,10,5,10,5,0,5,6,8,5,4,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,0,0
543,13,1,26,2,21,22,15,4,3,511,1,23,4,20,10,10,30,15,15,1,3,3,6,6,5,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,0,0
543,13,1,26,2,21,22,19,8,20,528,0,29,3,40,10,30,10,10,0,0,1,3,5,3,1,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,0,0
543,13,1,26,2,21,22,22,11,5,513,0,23,2,20,20,20,20,5,15,0,4,6,6,4,2,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,0,0
543,13,1,26,2,21,22,14,3,18,526,0,26,3,10,10,30,20,10,15,0,2,6,6,3,4,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,0,0
543,13,1,26,2,21,22,2,13,22,530,1,22,4,20,20,10,15,5,30,1,6,7,7,8,7,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,0,0
543,13,1,26,2,21,22,3,14,21,529,1,22,4,10,25,25,10,10,20,1,5,7,6,6,6,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,0,0
543,13,1,26,2,21,22,17,6,17,525,0,24,2,10,15,30,20,15,10,0,7,7,7,6,6,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,0,0
543,13,1,26,2,21,22,1,12,9,517,0,30,3,15,20,20,20,5,10,0,5,4,3,2,4,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,0,0
543,13,1,26,2,21,22,10,21,7,515,0,23,2,20,20,20,15,10,15,0,5,6,7,8,5,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,0,0
543,13,1,26,2,21,22,16,5,6,514,0,23,2,20,20,20,15,5,20,0,4,5,5,4,6,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,0,0
10,10,0,19,1,1,10,2,5,3,13,0,22,4,19,18,19,18,14,12,1,10,10,10,10,10,26,13,2,4,4,2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,1,1
10,10,0,19,1,1,10,2,3,9,19,1,28,2,50,0,25,10,0,15,1,7,7,7,7,7,26,13,2,4,4,2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,1,1
12,2,1,4,1,1,10,1,7,9,9,0,26,6,20,10,20,30,10,10,1,10,10,10,10,10,22,1,2,1,1,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,1,1
12,2,1,4,1,1,10,10,6,8,8,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,1,8,7,7,9,8,22,1,2,1,1,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,1,1
13,3,1,6,1,1,10,7,10,1,1,1,21,4,15,20,20,15,15,15,1,5,8,9,8,7,22,1,4,3,5,2,7,1,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,1,1
13,3,1,6,1,1,10,10,3,8,8,0,25,2,9.09,18.18,27.27,18.18,18.18,9.09,1,5,8,8,6,5,22,1,4,3,5,2,7,1,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,1,1
13,3,1,6,1,1,10,1,4,9,9,0,26,6,20,10,20,30,10,10,1,5,10,10,6,8,22,1,4,3,5,2,7,1,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,1,1
23,3,0,5,2,2,16,3,10,4,43,0,24,2,25,35,30,10,0,0,1,4,6,5,4,6,21,3,4,9,6,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,1,1
23,3,0,5,2,2,16,3,14,5,44,0,24,2,25,15,25,25,15,15,1,8,8,8,10,8,21,3,4,9,6,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,1,1
23,3,0,5,2,2,16,3,1,6,45,0,28,2,25,15,25,15,0,20,1,7,8,7,6,7,21,3,4,9,6,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,1,1
27,7,0,13,2,2,16,4,4,7,46,0,26,2,20,35,20,10,10,5,1,9,8,8,8,9.5,22,3,3,1,5,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,1,1
29,9,0,17,2,2,16,9,6,6,45,1,28,2,25,15,25,15,0,20,1,8,8,6,7,7,22,11,2,4,5,1,6,1,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,1,1
29,9,0,17,2,2,16,9,3,5,44,1,24,2,25,15,25,25,15,15,1,7,6,7,6,7,22,11,2,4,5,1,6,1,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,1,1
45,6,1,12,2,2,19,3,1,3,23,0,21,4,10,20,40,10,10,10,1,6,7,7,6,7,28,8,2,6,6,2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,1,1
45,6,1,12,2,2,19,7,5,2,22,0,27,1,20,20,20,10,10,20,1,6,7,7,4,6,28,8,2,6,6,2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,1,1
45,6,1,12,2,2,19,17,15,15,35,1,25,2,20,23,23,22,7,5,1,7,8,9,7,8,28,8,2,6,6,2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,1,1
45,6,1,12,2,2,19,9,7,9,29,1,22,2,20,22,18,15,15,10,1,6,8,7,4,6,28,8,2,6,6,2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,1,1
